"linha","ano","mes","parlamentar","gasto","valor"
"5642",2016,"09","CAPITAO WAGNER","Vale-Refeição e Vale-Alimentação",5000
"5643",2016,"09","CARLOMANO MARQUES","Combustíveis e Lubrificantes Automotivos",6000
"5644",2016,"09","CARLOMANO MARQUES","Divulgação das Atividades Parlamentares",8000
"5645",2016,"09","CARLOMANO MARQUES","Serviços Técnicos Profissionais",16920
"5646",2016,"09","CARLOMANO MARQUES","Serviços de Telecomunicações",411.54
"5647",2016,"09","CARLOS FELIPE","Combustíveis e Lubrificantes Automotivos",6000
"5648",2016,"09","CARLOS FELIPE","Convênio com Plano de Saúde",840.29
"5649",2016,"09","CARLOS FELIPE","Divulgação das Atividades Parlamentares",8000
"5650",2016,"09","CARLOS FELIPE","Passagens Terrestres",1792.14
"5651",2016,"09","CARLOS FELIPE","Serviços de Telecomunicações",3120.11
"5652",2016,"09","CARLOS FELIPE","Vale-Refeição e Vale-Alimentação",4000
"5653",2016,"09","CARLOS MATOS","ASSINATURAS DE PERIÓDICOS E ANUIDADES",763.16
"5654",2016,"09","CARLOS MATOS","Combustíveis e Lubrificantes Automotivos",4000
"5655",2016,"09","CARLOS MATOS","Convênio com Plano de Saúde",2634.97
"5656",2016,"09","CARLOS MATOS","Divulgação das Atividades Parlamentares",350
"5657",2016,"09","CARLOS MATOS","Hospedagens",1345.43
"5658",2016,"09","CARLOS MATOS","Locação de Veículos",9350
"5659",2016,"09","CARLOS MATOS","Passagens Aéreas",2635.58
"5660",2016,"09","CARLOS MATOS","Serviços de Comunicação em Geral",27.55
"5661",2016,"09","CARLOS MATOS","Serviços de Telecomunicações",1499.53
"5662",2016,"09","CARLOS MATOS","Vale-Refeição e Vale-Alimentação",5000
"5663",2016,"09","DANNIEL OLIVEIRA","Combustíveis e Lubrificantes Automotivos",6000
"5664",2016,"09","DANNIEL OLIVEIRA","Divulgação das Atividades Parlamentares",16850
"5665",2016,"09","DANNIEL OLIVEIRA","Hospedagens",1198.43
"5666",2016,"09","DANNIEL OLIVEIRA","Passagens Aéreas",4461.26
"5667",2016,"09","DANNIEL OLIVEIRA","Serviços de Comunicação em Geral",110.51
"5668",2016,"09","DANNIEL OLIVEIRA","Serviços de Telecomunicações",438.91
"5669",2016,"09","DANNIEL OLIVEIRA","Vale-Refeição e Vale-Alimentação",5000
"5670",2016,"09","DAVID DURAND","Combustíveis e Lubrificantes Automotivos",6000
"5671",2016,"09","DAVID DURAND","Serviços Técnicos Profissionais",16020
"5672",2016,"09","DAVID DURAND","Serviços de Telecomunicações",846.81
"5673",2016,"09","DAVID DURAND","Vale-Refeição e Vale-Alimentação",5000
"5674",2016,"09","DR SANTANA","Combustíveis e Lubrificantes Automotivos",1000
"5675",2016,"09","DR SANTANA","Passagens Aéreas",1024.28
"5676",2016,"09","DR SANTANA","Serviços Técnicos Profissionais",13500
"5677",2016,"09","DR SANTANA","Vale-Refeição e Vale-Alimentação",5000
"5678",2016,"09","DR. SARTO","ASSINATURAS DE PERIÓDICOS E ANUIDADES",923.17
"5679",2016,"09","DR. SARTO","Combustíveis e Lubrificantes Automotivos",6000
"5680",2016,"09","DR. SARTO","Convênio com Plano de Saúde",901.76
"5681",2016,"09","DR. SARTO","Serviços Técnicos Profissionais",19080
"5682",2016,"09","DR. SARTO","Serviços de Comunicação em Geral",14.03
"5683",2016,"09","DR. SARTO","Vale-Refeição e Vale-Alimentação",4000
"5684",2016,"09","DRA SILVANA","Combustíveis e Lubrificantes Automotivos",6000
"5685",2016,"09","DRA SILVANA","Locação de Veículos",1700
"5686",2016,"09","DRA SILVANA","Serviços Técnicos Profissionais",23940
"5687",2016,"09","DRA SILVANA","Serviços de Telecomunicações",1281.61
"5688",2016,"09","DRA SILVANA","Vale-Refeição e Vale-Alimentação",5000
"5689",2016,"09","ELMANO","Combustíveis e Lubrificantes Automotivos",6000
"5690",2016,"09","ELMANO","DESPESAS DE TELEPROCESSAMENTO",5600
"5691",2016,"09","ELMANO","Locação de Veículos",5661
"5692",2016,"09","ELMANO","Passagens Aéreas",3563.71
"5693",2016,"09","ELMANO","Passagens Terrestres",1619.93
"5694",2016,"09","ELMANO","Serviços Gráficos e Editoriais",6961.92
"5695",2016,"09","ELMANO","Serviços de Telecomunicações",372.14
"5696",2016,"09","ELMANO","Vale-Refeição e Vale-Alimentação",4000
"5697",2016,"09","ELY AGUIAR","Combustíveis e Lubrificantes Automotivos",6000
"5698",2016,"09","ELY AGUIAR","Divulgação das Atividades Parlamentares",8000
"5699",2016,"09","EVANDRO LEITAO","Combustíveis e Lubrificantes Automotivos",5000
"5700",2016,"09","EVANDRO LEITAO","Passagens Aéreas",1595.93
"5701",2016,"09","EVANDRO LEITAO","Serviços Gráficos e Editoriais",15189.6
"5702",2016,"09","EVANDRO LEITAO","Serviços Técnicos Profissionais",9180
"5703",2016,"09","EVANDRO LEITAO","Serviços de Telecomunicações",207.38
"5704",2016,"09","EVANDRO LEITAO","Vale-Refeição e Vale-Alimentação",2000
"5705",2016,"09","FERNANDA PESSOA","Combustíveis e Lubrificantes Automotivos",6000
"5706",2016,"09","FERNANDA PESSOA","DESPESAS DE TELEPROCESSAMENTO",550
"5707",2016,"09","FERNANDA PESSOA","Divulgação das Atividades Parlamentares",6500
"5708",2016,"09","FERNANDA PESSOA","Locação de Veículos",5440
"5709",2016,"09","FERNANDA PESSOA","Passagens Aéreas",6656
"5710",2016,"09","FERNANDA PESSOA","Serviços de Comunicação em Geral",60.98
"5711",2016,"09","FERNANDA PESSOA","Serviços de Telecomunicações",1150.55
"5712",2016,"09","FERNANDA PESSOA","Vale-Refeição e Vale-Alimentação",5000
"5713",2016,"09","FERNANDO HUGO","Combustíveis e Lubrificantes Automotivos",6000
"5714",2016,"09","FERNANDO HUGO","Serviços de Telecomunicações",3694.45
"5715",2016,"09","FERNANDO HUGO","Vale-Refeição e Vale-Alimentação",2000
"5716",2016,"09","FERREIRA ARAGAO","Combustíveis e Lubrificantes Automotivos",6000
"5717",2016,"09","FERREIRA ARAGAO","Divulgação das Atividades Parlamentares",8000
"5718",2016,"09","FERREIRA ARAGAO","Serviços de Telecomunicações",2803.13
"5719",2016,"09","FERREIRA ARAGAO","Vale-Refeição e Vale-Alimentação",5000
"5720",2016,"09","GEORGE VALENTIM","Combustíveis e Lubrificantes Automotivos",6000
"5721",2016,"09","GEORGE VALENTIM","Passagens Aéreas",1276.48
"5722",2016,"09","GEORGE VALENTIM","Serviços Técnicos Profissionais",22140
"5723",2016,"09","GEORGE VALENTIM","Vale-Refeição e Vale-Alimentação",3992
"5724",2016,"09","GONY ARRUDA","ASSINATURAS DE PERIÓDICOS E ANUIDADES",1004.8
"5725",2016,"09","GONY ARRUDA","Combustíveis e Lubrificantes Automotivos",6000
"5726",2016,"09","GONY ARRUDA","Convênio com Plano de Saúde",2855.06
"5727",2016,"09","GONY ARRUDA","Locação de Veículos",5525
"5728",2016,"09","GONY ARRUDA","Passagens Terrestres",782.48
"5729",2016,"09","GONY ARRUDA","Seguros em Geral",237
"5730",2016,"09","GONY ARRUDA","Serviços Técnicos Profissionais",16100
"5731",2016,"09","GONY ARRUDA","Serviços de Telecomunicações",1386.11
"5732",2016,"09","GONY ARRUDA","Vale-Refeição e Vale-Alimentação",2000
"5733",2016,"09","HEITOR FERRER","ASSINATURAS DE PERIÓDICOS E ANUIDADES",1485.37
"5734",2016,"09","HEITOR FERRER","Combustíveis e Lubrificantes Automotivos",3000
"5735",2016,"09","HEITOR FERRER","Convênio com Plano de Saúde",985.22
"5736",2016,"09","HEITOR FERRER","Divulgação das Atividades Parlamentares",8000
"5737",2016,"09","HEITOR FERRER","Serviços Gráficos e Editoriais",11810.4
"5738",2016,"09","HEITOR FERRER","Serviços de Telecomunicações",1160.38
"5739",2016,"09","HEITOR FERRER","Vale-Refeição e Vale-Alimentação",3997
"5740",2016,"09","IVO GOMES","ASSINATURAS DE PERIÓDICOS E ANUIDADES",662.3
"5741",2016,"09","IVO GOMES","Convênio com Plano de Saúde",6482.58
"5742",2016,"09","IVO GOMES","DESPESAS DE TELEPROCESSAMENTO",289.7
"5743",2016,"09","IVO GOMES","Divulgação das Atividades Parlamentares",4100
"5744",2016,"09","IVO GOMES","Locação de Veículos",5100
"5745",2016,"09","IVO GOMES","Seguros em Geral",592.65
"5746",2016,"09","IVO GOMES","Serviços de Telecomunicações",383.86
"5747",2016,"09","JOAO JAIME","Combustíveis e Lubrificantes Automotivos",6000
"5748",2016,"09","JOAO JAIME","Divulgação das Atividades Parlamentares",500
"5749",2016,"09","JOAO JAIME","Serviços Técnicos Profissionais",22860
"5750",2016,"09","JOAO JAIME","Vale-Refeição e Vale-Alimentação",2000
"5751",2016,"09","JOAQUIM NORONHA","ASSINATURAS DE PERIÓDICOS E ANUIDADES",369.05
"5752",2016,"09","JOAQUIM NORONHA","Combustíveis e Lubrificantes Automotivos",6000
"5753",2016,"09","JOAQUIM NORONHA","Convênio com Plano de Saúde",411.91
"5754",2016,"09","JOAQUIM NORONHA","Hospedagens",1469.8
"5755",2016,"09","JOAQUIM NORONHA","Passagens Aéreas",916.58
"5756",2016,"09","JOAQUIM NORONHA","Serviços Técnicos Profissionais",22860
"5757",2016,"09","JOAQUIM NORONHA","Serviços de Telecomunicações",1458.2
"5758",2016,"09","JOAQUIM NORONHA","Vale-Refeição e Vale-Alimentação",5000
"5759",2016,"09","JOSE ALBUQUERQUE","Combustíveis e Lubrificantes Automotivos",6000
"5760",2016,"09","JOSE ALBUQUERQUE","Convênio com Plano de Saúde",2034.18
"5761",2016,"09","JOSE ALBUQUERQUE","Locação de Aeronaves",9075
"5762",2016,"09","JOSE ALBUQUERQUE","Seguros em Geral",527.2
"5763",2016,"09","JOSE ALBUQUERQUE","Vale-Refeição e Vale-Alimentação",4000
"5764",2016,"09","JULIO CESAR FILHO","Combustíveis e Lubrificantes Automotivos",6000
"5765",2016,"09","JULIO CESAR FILHO","Divulgação das Atividades Parlamentares",8000
"5766",2016,"09","JULIO CESAR FILHO","Serviços Técnicos Profissionais",14220
"5767",2016,"09","JULIO CESAR FILHO","Serviços de Telecomunicações",1302.75
"5768",2016,"09","JULIO CESAR FILHO","Vale-Refeição e Vale-Alimentação",3000
"5769",2016,"09","LAIS NUNES","Combustíveis e Lubrificantes Automotivos",6000
"5770",2016,"09","LAIS NUNES","Convênio com Plano de Saúde",3047.54
"5771",2016,"09","LAIS NUNES","Divulgação das Atividades Parlamentares",1670
"5772",2016,"09","LAIS NUNES","Locação de Veículos",10030
"5773",2016,"09","LAIS NUNES","Passagens Aéreas",1969.68
"5774",2016,"09","LAIS NUNES","Passagens Terrestres",2630.06
"5775",2016,"09","LAIS NUNES","Serviços de Telecomunicações",1888
"5776",2016,"09","LEONARDO PINHEIRO","Combustíveis e Lubrificantes Automotivos",6000
"5777",2016,"09","LEONARDO PINHEIRO","Serviços Técnicos Profissionais",21060
"5778",2016,"09","LEONARDO PINHEIRO","Vale-Refeição e Vale-Alimentação",3500
"5779",2016,"09","LUCILVIO GIRAO","Combustíveis e Lubrificantes Automotivos",6000
"5780",2016,"09","LUCILVIO GIRAO","Serviços Técnicos Profissionais",18180
"5781",2016,"09","LUCILVIO GIRAO","Serviços de Telecomunicações",359.57
"5782",2016,"09","LUCILVIO GIRAO","Vale-Refeição e Vale-Alimentação",2500
"5783",2016,"09","MANOEL DUCA","Combustíveis e Lubrificantes Automotivos",6000
"5784",2016,"09","MANOEL DUCA","Convênio com Plano de Saúde",1862.93
"5785",2016,"09","MANOEL DUCA","Passagens Aéreas",1095.34
"5786",2016,"09","MANOEL DUCA","Passagens Terrestres",449.73
"5787",2016,"09","MANOEL DUCA","Serviços Técnicos Profissionais",37880
"5788",2016,"09","MANOEL DUCA","Serviços de Telecomunicações",274.52
"5789",2016,"09","MANOEL DUCA","Vale-Refeição e Vale-Alimentação",1950
"5790",2016,"09","MOISES BRAZ","Combustíveis e Lubrificantes Automotivos",6000
"5791",2016,"09","MOISES BRAZ","DESPESAS DE TELEPROCESSAMENTO",457
"5792",2016,"09","MOISES BRAZ","Divulgação das Atividades Parlamentares",2900
"5793",2016,"09","MOISES BRAZ","Locação de Veículos",12070
"5794",2016,"09","MOISES BRAZ","Passagens Aéreas",3241.46
"5795",2016,"09","MOISES BRAZ","Serviços Técnicos Profissionais",8100
"5796",2016,"09","MOISES BRAZ","Serviços de Telecomunicações",1550.49
"5797",2016,"09","MOISES BRAZ","Vale-Refeição e Vale-Alimentação",3975
"5798",2016,"09","NAUMI AMORIM","Combustíveis e Lubrificantes Automotivos",6000
"5799",2016,"09","NAUMI AMORIM","Divulgação das Atividades Parlamentares",16000
"5800",2016,"09","NAUMI AMORIM","Passagens Aéreas",3786.74
"5801",2016,"09","NAUMI AMORIM","Vale-Refeição e Vale-Alimentação",5000
"5802",2016,"09","OSMAR BAQUIT","Combustíveis e Lubrificantes Automotivos",6000
"5803",2016,"09","OSMAR BAQUIT","Serviços Técnicos Profissionais",16020
"5804",2016,"09","OSMAR BAQUIT","Serviços de Telecomunicações",1112.67
"5805",2016,"09","OSMAR BAQUIT","Vale-Refeição e Vale-Alimentação",5000
"5806",2016,"09","RACHEL MARQUES","ASSINATURAS DE PERIÓDICOS E ANUIDADES",344.77
"5807",2016,"09","RACHEL MARQUES","Combustíveis e Lubrificantes Automotivos",6000
"5808",2016,"09","RACHEL MARQUES","Convênio com Plano de Saúde",2594.69
"5809",2016,"09","RACHEL MARQUES","Serviços de Telecomunicações",1057.18
"5810",2016,"09","RACHEL MARQUES","Vale-Refeição e Vale-Alimentação",5000
"5811",2016,"09","RENATO ROSENO","ASSINATURAS DE PERIÓDICOS E ANUIDADES",100.67
"5812",2016,"09","RENATO ROSENO","Combustíveis e Lubrificantes Automotivos",2600
"5813",2016,"09","RENATO ROSENO","Locação de Veículos",2380
"5814",2016,"09","RENATO ROSENO","Serviços de Comunicação em Geral",66.14
"5815",2016,"09","RENATO ROSENO","Serviços de Telecomunicações",458.57
"5816",2016,"09","RENATO ROSENO","Vale-Refeição e Vale-Alimentação",5000
"5817",2016,"09","ROBERIO MONTEIRO","Combustíveis e Lubrificantes Automotivos",6000
"5818",2016,"09","ROBERIO MONTEIRO","Convênio com Plano de Saúde",1970.22
"5819",2016,"09","ROBERIO MONTEIRO","Divulgação das Atividades Parlamentares",8000
"5820",2016,"09","ROBERIO MONTEIRO","Serviços Técnicos Profissionais",9000
"5821",2016,"09","ROBERIO MONTEIRO","Serviços de Telecomunicações",1559.05
"5822",2016,"09","ROBERIO MONTEIRO","Vale-Refeição e Vale-Alimentação",2000
"5823",2016,"09","ROBERTO MESQUITA","Combustíveis e Lubrificantes Automotivos",6000
"5824",2016,"09","ROBERTO MESQUITA","Divulgação das Atividades Parlamentares",500
"5825",2016,"09","ROBERTO MESQUITA","Serviços Técnicos Profissionais",7560
"5826",2016,"09","ROBERTO MESQUITA","Serviços de Comunicação em Geral",56.12
"5827",2016,"09","ROBERTO MESQUITA","Serviços de Telecomunicações",148.35
"5828",2016,"09","ROBERTO MESQUITA","Vale-Refeição e Vale-Alimentação",4000
"5829",2016,"09","SERGIO AGUIAR","Combustíveis e Lubrificantes Automotivos",6000
"5830",2016,"09","SERGIO AGUIAR","Divulgação das Atividades Parlamentares",7800
"5831",2016,"09","SERGIO AGUIAR","Locação de Aeronaves",4598
"5832",2016,"09","SERGIO AGUIAR","Seguros em Geral",1049.81
"5833",2016,"09","SERGIO AGUIAR","Serviços Técnicos Profissionais",6120
"5834",2016,"09","SERGIO AGUIAR","Serviços de Comunicação em Geral",345
"5835",2016,"09","SERGIO AGUIAR","Serviços de Telecomunicações",1442.43
"5836",2016,"09","SERGIO AGUIAR","Vale-Refeição e Vale-Alimentação",3580.5
"5837",2016,"09","TIN GOMES","Combustíveis e Lubrificantes Automotivos",6000
"5838",2016,"09","TIN GOMES","Convênio com Plano de Saúde",3733.2
"5839",2016,"09","TIN GOMES","Divulgação das Atividades Parlamentares",2750
"5840",2016,"09","TIN GOMES","Passagens Aéreas",4726.06
"5841",2016,"09","TIN GOMES","Serviços de Telecomunicações",4405.26
"5842",2016,"09","TIN GOMES","Vale-Refeição e Vale-Alimentação",5297
"5843",2016,"09","TOMAZ HOLANDA","Combustíveis e Lubrificantes Automotivos",6000
"5844",2016,"09","TOMAZ HOLANDA","Serviços Técnicos Profissionais",21060
"5845",2016,"09","TOMAZ HOLANDA","Vale-Refeição e Vale-Alimentação",5000
"5846",2016,"09","WALTER CAVALCANTE","Combustíveis e Lubrificantes Automotivos",6000
"5847",2016,"09","WALTER CAVALCANTE","DESPESAS DE TELEPROCESSAMENTO",2000
"5848",2016,"09","WALTER CAVALCANTE","Divulgação das Atividades Parlamentares",4500
"5849",2016,"09","WALTER CAVALCANTE","Seguros em Geral",876.93
"5850",2016,"09","WALTER CAVALCANTE","Serviços Técnicos Profissionais",3960
"5851",2016,"09","WALTER CAVALCANTE","Serviços de Comunicação em Geral",70.91
"5852",2016,"09","WALTER CAVALCANTE","Serviços de Telecomunicações",2357.83
"5853",2016,"09","WALTER CAVALCANTE","Vale-Refeição e Vale-Alimentação",4000
"5854",2016,"09","ZE AILTON BRASIL","Combustíveis e Lubrificantes Automotivos",6000
"5855",2016,"09","ZE AILTON BRASIL","Convênio com Plano de Saúde",3455.37
"5856",2016,"09","ZE AILTON BRASIL","Divulgação das Atividades Parlamentares",2000
"5857",2016,"09","ZE AILTON BRASIL","Passagens Aéreas",2008.16
"5858",2016,"09","ZE AILTON BRASIL","Serviços Técnicos Profissionais",25020
"5859",2016,"09","ZE AILTON BRASIL","Serviços de Telecomunicações",1122.69
"5860",2016,"09","ZE AILTON BRASIL","Vale-Refeição e Vale-Alimentação",4000
"5861",2016,"10","ADERLANIA NORONHA","Combustíveis e Lubrificantes Automotivos",6000
"5862",2016,"10","ADERLANIA NORONHA","Convênio com Plano de Saúde",1141.9
"5863",2016,"10","ADERLANIA NORONHA","Divulgação das Atividades Parlamentares",7500
"5864",2016,"10","ADERLANIA NORONHA","Passagens Aéreas",7260.74
"5865",2016,"10","ADERLANIA NORONHA","Serviços de Comunicação em Geral",102.31
"5866",2016,"10","ADERLANIA NORONHA","Serviços de Telecomunicações",887.23
"5867",2016,"10","ADERLANIA NORONHA","Vale-Refeição e Vale-Alimentação",4000
"5868",2016,"10","AGENOR NETO","ASSINATURAS DE PERIÓDICOS E ANUIDADES",113.18
"5869",2016,"10","AGENOR NETO","Combustíveis e Lubrificantes Automotivos",6000
"5870",2016,"10","AGENOR NETO","Hospedagens",2288.97
"5871",2016,"10","AGENOR NETO","Locação de Aeronaves",6791.96
"5872",2016,"10","AGENOR NETO","Passagens Aéreas",5274.56
"5873",2016,"10","AGENOR NETO","Passagens Terrestres",60.46
"5874",2016,"10","AGENOR NETO","Serviços de Telecomunicações",1388.81
"5875",2016,"10","AGENOR NETO","Vale-Refeição e Vale-Alimentação",3000
"5876",2016,"10","ANTONIO GRANJA","Combustíveis e Lubrificantes Automotivos",6000
"5877",2016,"10","ANTONIO GRANJA","Divulgação das Atividades Parlamentares",8000
"5878",2016,"10","ANTONIO GRANJA","Locação de Veículos",7480
"5879",2016,"10","ANTONIO GRANJA","Serviços Técnicos Profissionais",8280
"5880",2016,"10","ANTONIO GRANJA","Serviços de Telecomunicações",1458.41
"5881",2016,"10","ANTONIO GRANJA","Vale-Refeição e Vale-Alimentação",4000
"5882",2016,"10","AUDIC MOTA","Combustíveis e Lubrificantes Automotivos",6000
"5883",2016,"10","AUDIC MOTA","Convênio com Plano de Saúde",897.98
"5884",2016,"10","AUDIC MOTA","Divulgação das Atividades Parlamentares",3500
"5885",2016,"10","AUDIC MOTA","Seguros em Geral",504.04
"5886",2016,"10","AUDIC MOTA","Serviços Gráficos e Editoriais",5984
"5887",2016,"10","AUDIC MOTA","Serviços de Telecomunicações",3260.57
"5888",2016,"10","AUDIC MOTA","Vale-Refeição e Vale-Alimentação",5000
"5889",2016,"10","AUGUSTA BRITO","Serviços de Telecomunicações",1505.61
"5890",2016,"10","BETHROSE","Combustíveis e Lubrificantes Automotivos",4000
"5891",2016,"10","BETHROSE","Convênio com Plano de Saúde",1426.41
"5892",2016,"10","BETHROSE","Divulgação das Atividades Parlamentares",8000
"5893",2016,"10","BETHROSE","Serviços Técnicos Profissionais",16380
"5894",2016,"10","BETHROSE","Vale-Refeição e Vale-Alimentação",1000
"5895",2016,"10","BRUNO GONCALVES","Combustíveis e Lubrificantes Automotivos",6000
"5896",2016,"10","BRUNO GONCALVES","Serviços Técnicos Profissionais",16000
"5897",2016,"10","BRUNO GONCALVES","Serviços de Telecomunicações",230.14
"5898",2016,"10","BRUNO GONCALVES","Vale-Refeição e Vale-Alimentação",3998
"5899",2016,"10","BRUNO PEDROSA","Combustíveis e Lubrificantes Automotivos",6000
"5900",2016,"10","BRUNO PEDROSA","Convênio com Plano de Saúde",620.05
"5901",2016,"10","BRUNO PEDROSA","Divulgação das Atividades Parlamentares",12000
"5902",2016,"10","BRUNO PEDROSA","Serviços Técnicos Profissionais",13680
"5903",2016,"10","BRUNO PEDROSA","Serviços de Comunicação em Geral",1213.25
"5904",2016,"10","BRUNO PEDROSA","Vale-Refeição e Vale-Alimentação",2000
"5905",2016,"10","CAPITAO WAGNER","Combustíveis e Lubrificantes Automotivos",6000
"5906",2016,"10","CAPITAO WAGNER","Convênio com Plano de Saúde",2144.86
"5907",2016,"10","CAPITAO WAGNER","Serviços de Telecomunicações",1459.39
"5908",2016,"10","CAPITAO WAGNER","Vale-Refeição e Vale-Alimentação",5000
"5909",2016,"10","CARLOMANO MARQUES","Combustíveis e Lubrificantes Automotivos",6000
"5910",2016,"10","CARLOMANO MARQUES","Divulgação das Atividades Parlamentares",8000
"5911",2016,"10","CARLOMANO MARQUES","Serviços Técnicos Profissionais",17280
"5912",2016,"10","CARLOMANO MARQUES","Serviços de Telecomunicações",405.99
"5913",2016,"10","CARLOS FELIPE","Combustíveis e Lubrificantes Automotivos",6000
"5914",2016,"10","CARLOS FELIPE","Convênio com Plano de Saúde",840.29
"5915",2016,"10","CARLOS FELIPE","Divulgação das Atividades Parlamentares",8000
"5916",2016,"10","CARLOS FELIPE","Locação de Veículos",1395
"5917",2016,"10","CARLOS FELIPE","Serviços de Telecomunicações",2269.33
"5918",2016,"10","CARLOS FELIPE","Vale-Refeição e Vale-Alimentação",4000
"5919",2016,"10","CARLOS MATOS","ASSINATURAS DE PERIÓDICOS E ANUIDADES",303.16
"5920",2016,"10","CARLOS MATOS","Combustíveis e Lubrificantes Automotivos",4000
"5921",2016,"10","CARLOS MATOS","Convênio com Plano de Saúde",2634.97
"5922",2016,"10","CARLOS MATOS","Divulgação das Atividades Parlamentares",1750
"5923",2016,"10","CARLOS MATOS","Locação de Veículos",7225
"5924",2016,"10","CARLOS MATOS","Passagens Aéreas",2443.13
"5925",2016,"10","CARLOS MATOS","Serviços de Comunicação em Geral",28.21
"5926",2016,"10","CARLOS MATOS","Serviços de Telecomunicações",1229.57
"5927",2016,"10","CARLOS MATOS","Vale-Refeição e Vale-Alimentação",5000
"5928",2016,"10","DANNIEL OLIVEIRA","Combustíveis e Lubrificantes Automotivos",6000
"5929",2016,"10","DANNIEL OLIVEIRA","Divulgação das Atividades Parlamentares",7450
"5930",2016,"10","DANNIEL OLIVEIRA","Hospedagens",2791.56
"5931",2016,"10","DANNIEL OLIVEIRA","Passagens Aéreas",4818.93
"5932",2016,"10","DANNIEL OLIVEIRA","Passagens Terrestres",106.2
"5933",2016,"10","DANNIEL OLIVEIRA","Serviços Técnicos Profissionais",8280
"5934",2016,"10","DANNIEL OLIVEIRA","Serviços de Comunicação em Geral",131.81
"5935",2016,"10","DANNIEL OLIVEIRA","Serviços de Telecomunicações",-312.21
"5936",2016,"10","DANNIEL OLIVEIRA","Vale-Refeição e Vale-Alimentação",5000
"5937",2016,"10","DAVID DURAND","Combustíveis e Lubrificantes Automotivos",6000
"5938",2016,"10","DAVID DURAND","Serviços de Telecomunicações",710.16
"5939",2016,"10","DAVID DURAND","Vale-Refeição e Vale-Alimentação",5000
"5940",2016,"10","DR SANTANA","ASSINATURAS DE PERIÓDICOS E ANUIDADES",1466.9
"5941",2016,"10","DR SANTANA","Combustíveis e Lubrificantes Automotivos",4000
"5942",2016,"10","DR SANTANA","Divulgação das Atividades Parlamentares",6000
"5943",2016,"10","DR SANTANA","Passagens Aéreas",1618.38
"5944",2016,"10","DR SANTANA","Serviços Técnicos Profissionais",900
"5945",2016,"10","DR SANTANA","Vale-Refeição e Vale-Alimentação",5000
"5946",2016,"10","DR. SARTO","ASSINATURAS DE PERIÓDICOS E ANUIDADES",1005.43
"5947",2016,"10","DR. SARTO","Combustíveis e Lubrificantes Automotivos",6000
"5948",2016,"10","DR. SARTO","Convênio com Plano de Saúde",901.76
"5949",2016,"10","DR. SARTO","Serviços Técnicos Profissionais",19080
"5950",2016,"10","DR. SARTO","Vale-Refeição e Vale-Alimentação",4000
"5951",2016,"10","DRA SILVANA","Combustíveis e Lubrificantes Automotivos",6000
"5952",2016,"10","DRA SILVANA","Serviços Técnicos Profissionais",17640
"5953",2016,"10","DRA SILVANA","Serviços de Telecomunicações",1416.72
"5954",2016,"10","DRA SILVANA","Vale-Refeição e Vale-Alimentação",5000
"5955",2016,"10","ELMANO","Combustíveis e Lubrificantes Automotivos",6000
"5956",2016,"10","ELMANO","DESPESAS DE TELEPROCESSAMENTO",5600
"5957",2016,"10","ELMANO","Passagens Aéreas",721.83
"5958",2016,"10","ELMANO","Passagens Terrestres",268.17
"5959",2016,"10","ELMANO","Serviços Gráficos e Editoriais",6961.92
"5960",2016,"10","ELMANO","Serviços de Comunicação em Geral",334.93
"5961",2016,"10","ELMANO","Serviços de Telecomunicações",313.95
"5962",2016,"10","ELMANO","Vale-Refeição e Vale-Alimentação",4000
"5963",2016,"10","ELY AGUIAR","Combustíveis e Lubrificantes Automotivos",6000
"5964",2016,"10","ELY AGUIAR","Divulgação das Atividades Parlamentares",8000
"5965",2016,"10","ELY AGUIAR","Serviços Técnicos Profissionais",25200
"5966",2016,"10","EVANDRO LEITAO","Combustíveis e Lubrificantes Automotivos",5000
"5967",2016,"10","EVANDRO LEITAO","Serviços Técnicos Profissionais",23940
"5968",2016,"10","EVANDRO LEITAO","Serviços de Telecomunicações",207.38
"5969",2016,"10","EVANDRO LEITAO","Vale-Refeição e Vale-Alimentação",2000
"5970",2016,"10","FERNANDA PESSOA","Combustíveis e Lubrificantes Automotivos",6000
"5971",2016,"10","FERNANDA PESSOA","DESPESAS DE TELEPROCESSAMENTO",550
"5972",2016,"10","FERNANDA PESSOA","Divulgação das Atividades Parlamentares",1000
"5973",2016,"10","FERNANDA PESSOA","Hospedagens",469.98
"5974",2016,"10","FERNANDA PESSOA","Locação de Veículos",7940
"5975",2016,"10","FERNANDA PESSOA","Passagens Aéreas",926.31
"5976",2016,"10","FERNANDA PESSOA","Serviços de Comunicação em Geral",166.06
"5977",2016,"10","FERNANDA PESSOA","Serviços de Telecomunicações",747.67
"5978",2016,"10","FERNANDA PESSOA","Vale-Refeição e Vale-Alimentação",5000
"5979",2016,"10","FERNANDO HUGO","Combustíveis e Lubrificantes Automotivos",6000
"5980",2016,"10","FERNANDO HUGO","Passagens Terrestres",2265.31
"5981",2016,"10","FERNANDO HUGO","Serviços Técnicos Profissionais",25200
"5982",2016,"10","FERNANDO HUGO","Serviços de Telecomunicações",2695.77
"5983",2016,"10","FERNANDO HUGO","Vale-Refeição e Vale-Alimentação",2000
"5984",2016,"10","FERREIRA ARAGAO","Combustíveis e Lubrificantes Automotivos",6000
"5985",2016,"10","FERREIRA ARAGAO","Divulgação das Atividades Parlamentares",8000
"5986",2016,"10","FERREIRA ARAGAO","Serviços Técnicos Profissionais",22320
